participant_id,Age,Gender,Education,Interest,Salary Scale
69153,24,Female,0,Unknown,High_5
69154,23,Male,0,Arts,Low_2
69155,21,Female,0,Others,High_5
69156,31,Male,1,Others,Low_5
69157,31,Female,0,Technology,High_5
69158,22,Male,0,Arts,Low_1
69159,27,Female,0,Sports,High_2
69160,37,Male,0,Unknown,Low_4
69161,23,Male,0,Unknown,High_5
69162,27,Female,0,Others,Medium_5
69163,28,Male,1,Arts,Low_2
69164,29,Male,0,Technology,Low_2
69165,22,Male,0,Others,Low_3
69166,29,Male,1,Unknown,Medium_6
69167,28,Female,1,Arts,Low_5
69168,38,Male,0,Arts,Low_3
69169,27,Male,1,Arts,Medium_4
69170,31,Male,0,Arts,Low_2
69171,35,Female,1,Unknown,High_5
69172,20,Female,0,Others,High_2
69173,25,Male,0,Arts,Low_4
69174,24,Female,0,Unknown,Low_2
69175,22,Male,1,Technology,Low_5
69176,31,Female,1,Unknown,High_4
69177,20,Male,1,Unknown,Low_2
69178,29,Male,0,Technology,Medium_4
69179,27,Male,1,Unknown,Low_4
69180,25,Female,1,Unknown,High_4
69181,23,Female,0,Unknown,Low_2
69182,30,Male,1,Unknown,Low_2
69183,30,Male,0,Technology,High_5
69184,31,Male,0,Unknown,Low_5
69185,23,Male,0,Arts,Low_1
69186,35,Female,1,Unknown,Low_2
69187,23,Female,1,Unknown,High_5
69188,29,Male,1,Unknown,Low_2
69189,22,Female,0,Arts,Low_3
69190,31,Female,0,Technology,Medium_6
69191,23,Female,0,Others,Low_2
69192,25,Female,1,Others,High_4
69193,26,Male,1,Others,Low_5
69194,30,Male,1,Unknown,Low_2
69195,24,Male,0,Unknown,High_5
69196,25,Male,0,Others,High_5
69197,25,Male,1,Unknown,Low_5
69198,24,Female,1,Technology,High_4
69199,26,Male,0,Sports,High_3
69200,32,Female,0,Technology,High_4
69201,29,Female,1,Unknown,Low_2
69202,26,Male,0,Unknown,Low_2
69203,30,Male,0,Technology,High_2
69204,24,Female,0,Arts,Low_3
69205,25,Male,0,Unknown,High_5
69206,32,Female,1,Unknown,Low_5
69207,26,Male,0,Unknown,Low_5
69208,26,Male,0,Sports,Low_5
69209,26,Female,1,Others,Low_3
69210,28,Male,0,Unknown,Low_5
69211,32,Male,0,Technology,Low_4
69212,23,Male,0,Technology,Medium_6
69213,25,Female,0,Sports,Low_2
69214,20,Male,0,Unknown,High_5
69215,29,Female,1,Technology,Low_3
69216,34,Male,0,Others,High_2
69217,27,Male,1,Arts,High_5
69218,23,Female,0,Unknown,High_3
69219,34,Male,1,Unknown,High_5
69220,39,Male,0,Unknown,Low_2
69221,30,Male,1,Unknown,Low_3
69222,24,Male,0,Arts,High_5
69223,22,Male,0,Sports,High_3
69224,20,Female,0,Sports,Low_5
69225,21,Male,0,Technology,Low_2
69226,30,Male,0,Technology,Low_3
69227,21,Female,1,Others,Low_2
69228,23,Female,0,Others,Low_5
69229,29,Male,0,Sports,High_5
69230,25,Female,1,Sports,High_5
69231,32,Male,0,Unknown,Low_2
69232,26,Female,0,Others,Low_1
69233,21,Male,0,Technology,Low_2
69234,32,Female,0,Others,Low_3
69235,35,Male,0,Others,Medium_6
69236,26,Female,1,Others,Medium_4
69237,27,Female,0,Sports,Low_2
69238,33,Male,1,Unknown,Low_2
69239,22,Male,1,Technology,High_5
69240,29,Male,0,Unknown,Low_1
69241,36,Male,0,Sports,Low_5
69242,27,Male,0,Others,High_2
69243,23,Female,0,Arts,Low_3
69244,28,Female,0,Arts,Medium_4
69245,28,Female,0,Arts,Medium_4
69246,25,Male,0,Arts,Low_5
69247,25,Female,1,Arts,Low_2
69248,28,Male,1,Arts,High_5
69249,25,Male,0,Unknown,High_5
69250,21,Male,0,Unknown,Low_2
69251,22,Male,1,Others,Low_5
69252,22,Male,1,Unknown,Low_2
69253,21,Male,1,Unknown,Low_2
69254,29,Male,0,Technology,Low_5
69255,23,Female,0,Unknown,Low_3
69256,22,Male,0,Arts,Low_3
69257,22,Female,0,Others,High_5
69258,22,Female,1,Unknown,Low_2
69259,21,Male,0,Unknown,Low_2
69260,29,Male,0,Unknown,Medium_6
69261,24,Male,0,Unknown,High_5
69262,25,Female,1,Unknown,Low_2
69263,25,Male,0,Unknown,Low_3
69264,25,Male,0,Technology,Low_3
69265,31,Male,0,Others,Low_3
69266,22,Male,1,Sports,High_5
69267,30,Male,1,Sports,Low_3
69268,21,Female,1,Unknown,Low_5
69269,24,Male,0,Unknown,Low_2
69270,21,Male,0,Unknown,High_5
69271,25,Female,0,Arts,High_3
69272,31,Male,1,Arts,Low_2
69273,26,Female,1,Unknown,Low_2
69274,20,Female,1,Sports,Low_3
69275,24,Male,0,Others,Medium_5
69276,27,Male,1,Others,High_5
69277,20,Male,0,Arts,Medium_5
69278,19,Female,0,Unknown,High_5
69279,26,Male,1,Arts,Low_5
69280,26,Male,0,Technology,Low_5
69281,22,Male,0,Unknown,Low_3
69282,24,Male,0,Unknown,Low_5
69283,23,Male,0,Arts,High_4
69284,26,Female,1,Others,Medium_6
69285,19,Male,0,Unknown,Low_5
69286,22,Male,1,Arts,Low_2
69287,21,Female,0,Others,Low_5
69288,25,Male,1,Unknown,Low_3
69289,32,Male,0,Unknown,Medium_6
69290,29,Female,0,Arts,Low_5
69291,25,Female,1,Unknown,Low_2
69292,29,Female,1,Unknown,Low_2
69293,33,Female,0,Unknown,High_5
69294,21,Female,1,Unknown,Low_3
69295,28,Male,0,Arts,High_5
69296,21,Female,1,Unknown,Low_5
69297,23,Female,1,Unknown,Low_2
69298,34,Male,1,Arts,Low_3
69299,30,Male,0,Technology,Low_3
69300,19,Male,0,Arts,Low_2
69301,33,Male,0,Others,Low_2
69302,18,Male,1,Unknown,Low_3
69303,24,Female,0,Others,High_2
69304,21,Female,1,Arts,High_5
69305,24,Female,0,Technology,Low_5
69306,25,Male,1,Unknown,Low_5
69307,23,Male,1,Unknown,Low_3
69308,33,Female,1,Unknown,High_5
69309,21,Female,0,Technology,Low_5
69310,21,Male,1,Unknown,Low_2
69311,24,Female,1,Others,High_5
69312,33,Male,1,Arts,High_5
69313,31,Male,0,Others,Low_2
69314,29,Female,0,Sports,Medium_4
69315,28,Female,1,Unknown,High_5
69316,22,Male,0,Others,Low_2
69317,26,Male,0,Technology,Low_2
69318,25,Female,0,Others,Low_5
69319,30,Female,0,Arts,High_2
69320,25,Male,0,Arts,Low_3
69321,28,Male,0,Unknown,Low_3
69322,21,Male,1,Unknown,High_5
69323,23,Male,0,Sports,Low_1
69324,20,Female,1,Unknown,Low_2
69325,30,Male,0,Unknown,High_5
69326,35,Male,1,Arts,Low_2
69327,28,Female,0,Arts,Medium_4
69328,29,Female,0,Others,Low_2
69329,26,Female,1,Unknown,High_5
69330,26,Female,0,Others,Low_4
69331,30,Female,1,Others,Low_4
69332,30,Female,1,Arts,High_5
69333,24,Male,1,Unknown,Low_2
69334,34,Female,1,Arts,Low_2
69335,21,Female,1,Unknown,Low_2
69336,24,Male,1,Technology,Medium_6
69337,23,Female,0,Unknown,Low_3
69338,31,Male,0,Unknown,Low_3
69339,28,Male,0,Arts,High_5
69340,23,Male,0,Unknown,Low_5
69341,22,Female,0,Technology,High_2
69342,28,Male,1,Technology,Low_5
69343,27,Female,0,Others,High_3
69344,29,Male,1,Technology,Medium_6
69345,22,Female,1,Unknown,High_5
69346,22,Female,0,Arts,Low_3
69347,32,Male,1,Unknown,Medium_4
69348,20,Male,0,Unknown,High_5
69349,26,Male,0,Unknown,Low_5
69350,36,Female,0,Others,High_3
69351,36,Female,0,Unknown,Low_2
69352,26,Male,0,Technology,High_5
69353,24,Female,1,Others,Low_2
69354,26,Male,1,Others,Low_2
69355,24,Female,0,Unknown,High_5
69356,20,Male,0,Unknown,Medium_5
69357,25,Female,0,Unknown,Medium_1
69358,20,Male,0,Arts,High_5
69359,28,Male,0,Unknown,Medium_4
69360,20,Male,0,Unknown,High_5
69361,26,Male,0,Unknown,Low_2
69362,23,Male,0,Arts,High_1
69363,27,Male,0,Unknown,Low_2
69364,24,Female,0,Unknown,High_5
69365,30,Male,0,Others,High_5
69366,24,Male,0,Others,Medium_5
69367,36,Male,0,Technology,Low_5
69368,25,Male,0,Unknown,Low_2
69369,27,Male,0,Arts,High_3
69370,26,Female,0,Others,Medium_6
69371,23,Male,0,Unknown,Low_5
69372,24,Male,0,Technology,Low_3
69373,40,Female,1,Others,High_5
69374,22,Male,0,Arts,Low_1
69375,25,Male,1,Unknown,Low_5
69376,25,Female,1,Unknown,Low_2
69377,33,Male,0,Technology,Low_1
69378,26,Female,1,Unknown,Medium_4
69379,25,Female,1,Unknown,Low_2
69380,23,Female,1,Technology,Low_3
69381,21,Male,1,Technology,Low_2
69382,32,Male,1,Others,Low_4
69383,31,Male,0,Unknown,Low_4
69384,24,Male,1,Unknown,High_5
69385,23,Female,1,Arts,Low_5
69386,39,Female,1,Unknown,Low_2
69387,25,Male,0,Unknown,High_5
69388,27,Female,0,Sports,Low_2
69389,23,Female,1,Unknown,Medium_4
69390,23,Male,0,Others,Low_3
69391,31,Female,0,Others,Low_2
69392,26,Male,0,Unknown,Low_5
69393,26,Male,0,Arts,High_4
69394,22,Female,1,Unknown,Low_3
69395,23,Male,1,Unknown,Low_5
69396,23,Male,0,Technology,Low_2
69397,23,Male,1,Arts,Low_2
69398,32,Male,1,Technology,High_4
69399,21,Male,0,Others,Low_5
69400,23,Female,1,Unknown,Low_5
69401,21,Female,1,Arts,Low_3
69402,19,Male,0,Others,Low_2
69403,27,Female,0,Unknown,Low_2
69404,22,Male,0,Technology,Low_2
69405,23,Female,0,Unknown,Low_2
69406,24,Female,0,Unknown,Low_2
69407,23,Male,0,Others,Low_1
69408,20,Male,1,Unknown,High_5
69409,26,Female,0,Unknown,Low_3
69410,20,Male,1,Unknown,High_5
69411,25,Male,1,Sports,Low_4
69412,31,Male,0,Unknown,Medium_1
69413,27,Male,1,Technology,Low_5
69414,32,Female,1,Unknown,Low_5
69415,24,Male,0,Arts,Low_1
69416,29,Male,1,Unknown,Low_2
69417,32,Female,1,Unknown,High_4
69418,20,Female,1,Unknown,Low_2
69419,22,Female,0,Others,High_5
69420,33,Male,0,Sports,Low_4
69421,33,Male,0,Unknown,Medium_5
69422,20,Female,0,Sports,Low_2
69423,20,Male,0,Unknown,Low_5
69424,23,Male,0,Others,Low_2
69425,24,Male,0,Arts,Low_2
69426,33,Male,0,Others,Medium_1
69427,27,Female,1,Unknown,Low_3
69428,24,Female,1,Arts,High_5
69429,19,Female,0,Others,Low_2
69430,22,Male,0,Unknown,Low_2
69431,32,Male,0,Others,Medium_6
69432,26,Male,0,Technology,Low_5
69433,26,Female,0,Technology,High_4
69434,27,Female,1,Sports,High_5
69435,20,Female,0,Unknown,High_5
69436,20,Female,1,Unknown,High_5
69437,22,Female,0,Technology,Low_2
69438,21,Male,0,Arts,Low_3
69439,22,Female,0,Technology,High_5
69440,28,Female,0,Arts,Low_2
69441,25,Female,0,Unknown,High_2
69442,25,Male,0,Arts,High_5
69443,23,Female,1,Technology,Low_2
69444,26,Male,1,Unknown,Medium_6
69445,28,Male,1,Others,Low_3
69446,30,Male,0,Technology,Medium_4
69447,20,Female,1,Unknown,Low_3
69448,23,Male,0,Sports,Low_2
69449,27,Female,1,Arts,High_5
69450,25,Male,0,Unknown,Medium_6
69451,31,Male,0,Sports,Low_2
69452,20,Male,0,Arts,Low_3
69453,25,Male,0,Unknown,Low_2
69454,28,Female,0,Unknown,Low_3
69455,29,Male,0,Technology,Low_1
69456,21,Male,1,Sports,Low_3
69457,25,Male,0,Unknown,Low_5
69458,28,Female,1,Arts,High_5
69459,24,Male,0,Others,Low_2
69460,32,Female,0,Arts,Low_2
69461,36,Male,0,Unknown,Medium_5
69462,35,Female,0,Sports,High_5
69463,30,Female,0,Arts,Low_2
69464,24,Male,1,Others,Low_4
69465,27,Male,0,Technology,Medium_6
69466,26,Female,1,Unknown,High_4
69467,23,Male,0,Unknown,High_2
69468,28,Female,0,Sports,High_5
69469,33,Female,1,Arts,High_4
69470,33,Male,1,Unknown,Low_5
69471,24,Female,0,Arts,Low_3
69472,22,Female,0,Arts,Low_5
69473,27,Male,0,Arts,Low_1
69474,30,Male,1,Unknown,High_4
69475,32,Female,0,Arts,High_2
69476,26,Female,0,Arts,Low_5
69477,33,Male,0,Arts,High_4
69478,28,Male,0,Others,Medium_6
69479,21,Male,0,Unknown,High_5
69480,21,Male,0,Unknown,Low_3
69481,32,Male,0,Arts,High_5
69482,21,Male,0,Arts,High_2
69483,27,Female,0,Others,High_5
69484,28,Male,1,Others,Low_3
69485,29,Male,0,Sports,High_3
69486,23,Female,1,Technology,Low_5
69487,24,Male,0,Unknown,Low_2
69488,24,Female,1,Others,Low_3
69489,34,Female,0,Unknown,High_5
69490,26,Female,1,Sports,High_5
69491,22,Male,1,Others,Low_3
69492,24,Male,0,Technology,Low_5
69493,23,Female,1,Unknown,High_4
69494,22,Female,1,Sports,Low_2
69495,26,Female,0,Arts,Low_3
69496,26,Male,1,Unknown,Low_3
69497,23,Female,1,Unknown,Medium_6
69498,29,Female,1,Arts,Low_3
69499,29,Male,0,Arts,Medium_6
69500,33,Male,0,Technology,High_4
69501,28,Female,0,Unknown,Low_5
69502,28,Male,0,Others,Low_4
69503,24,Male,1,Technology,Low_3
69504,26,Male,0,Unknown,High_2
69505,28,Male,1,Unknown,Low_2
69506,25,Female,0,Unknown,Low_2
69507,25,Female,0,Arts,Low_5
69508,26,Male,0,Others,Low_5
69509,22,Male,0,Others,Low_2
69510,23,Female,0,Technology,Low_2
69511,25,Female,1,Technology,Low_5
69512,31,Female,1,Arts,Medium_6
69513,24,Female,1,Unknown,Low_2
69514,24,Male,0,Technology,Low_2
69515,24,Male,1,Unknown,Low_3
69516,26,Female,0,Technology,High_3
69517,23,Male,0,Arts,High_5
69518,29,Female,0,Sports,High_5
69519,28,Female,0,Others,Medium_4
69520,24,Female,0,Unknown,High_5
69521,26,Female,1,Unknown,High_4
69522,22,Female,1,Unknown,Low_2
69523,26,Female,0,Unknown,Low_2
69524,29,Male,0,Others,Low_2
69525,32,Male,0,Technology,Low_2
69526,19,Female,0,Arts,Low_2
69527,23,Female,0,Others,Low_2
69528,33,Male,1,Technology,Low_5
69529,26,Female,1,Unknown,Low_2
69530,37,Female,1,Sports,Medium_6
69531,26,Male,1,Unknown,High_5
69532,20,Female,1,Arts,Low_2
69533,24,Female,0,Unknown,Medium_5
69534,24,Female,1,Technology,Low_3
69535,35,Male,1,Sports,Low_5
69536,29,Male,1,Unknown,Low_2
69537,23,Male,0,Unknown,Medium_5
69538,28,Female,0,Others,Low_2
69539,20,Female,0,Others,High_5
69540,23,Male,0,Sports,Medium_5
69541,24,Female,0,Unknown,Low_2
69542,39,Male,1,Arts,Low_3
69543,24,Female,1,Others,High_5
69544,31,Male,0,Sports,Medium_5
69545,21,Male,0,Unknown,Low_5
69546,21,Female,0,Unknown,High_5
69547,25,Male,0,Unknown,Low_5
69548,22,Female,1,Unknown,Low_5
69549,23,Male,1,Unknown,High_5
69550,25,Female,1,Others,Low_2
69551,24,Female,1,Unknown,Low_5
69552,23,Male,0,Unknown,Low_2
69553,23,Female,0,Arts,High_5
69554,24,Male,0,Unknown,Low_5
69555,25,Female,0,Others,High_5
69556,38,Female,1,Unknown,Low_2
69557,33,Female,1,Technology,Low_5
69558,28,Male,1,Technology,High_5
69559,28,Male,1,Others,Low_3
69560,29,Female,1,Arts,Low_2
69561,27,Male,0,Unknown,Low_4
69562,30,Male,1,Sports,High_5
69563,23,Male,1,Unknown,Low_5
69564,41,Female,0,Unknown,High_2
69565,27,Female,0,Others,Low_2
69566,32,Male,0,Others,Low_5
69567,28,Female,0,Arts,Low_5
69568,24,Male,0,Arts,High_3
69569,26,Female,1,Unknown,Low_5
69570,30,Male,1,Technology,Low_2
69571,32,Female,0,Others,Low_5
69572,26,Female,0,Unknown,High_5
69573,29,Male,1,Unknown,High_4
69574,22,Female,0,Others,Low_2
69575,28,Female,0,Unknown,Low_2
69576,23,Female,0,Arts,Low_2
69577,23,Male,1,Technology,Low_3
69578,19,Female,0,Arts,Low_3
69579,26,Female,0,Arts,Low_3
69580,24,Female,1,Unknown,Low_2
69581,24,Female,0,Unknown,High_5
69582,20,Female,0,Unknown,Medium_5
69583,18,Male,0,Unknown,Low_2
69584,31,Male,0,Others,Low_5
69585,22,Female,1,Arts,Low_2
69586,26,Female,1,Arts,Low_5
69587,25,Male,0,Sports,Low_1
69588,25,Male,1,Arts,Low_3
69589,30,Female,1,Arts,Low_3
69590,25,Female,1,Arts,High_5
69591,32,Male,0,Arts,High_4
69592,24,Female,0,Unknown,Medium_5
69593,21,Male,0,Others,Medium_5
69594,23,Male,0,Sports,Low_1
69595,21,Male,0,Arts,Low_2
69596,25,Male,1,Technology,Low_2
69597,26,Female,0,Arts,Low_2
69598,25,Male,0,Unknown,Low_2
69599,24,Male,0,Others,Low_2
69600,23,Male,1,Unknown,Low_2
69601,39,Female,0,Technology,High_3
69602,30,Male,0,Unknown,Low_5
69603,32,Female,1,Others,Low_3
69604,35,Male,1,Arts,Low_5
69605,40,Male,0,Technology,Low_2
69606,26,Male,0,Unknown,Medium_6
69607,20,Female,1,Unknown,High_5
69608,23,Male,1,Sports,Low_5
69609,24,Male,1,Technology,Low_2
69610,31,Male,1,Sports,Medium_4
69611,25,Female,1,Technology,High_5
69612,30,Female,1,Technology,Medium_6
69613,39,Male,0,Unknown,Low_2
69614,24,Male,1,Others,Low_2
69615,21,Male,0,Others,Low_5
69616,27,Male,1,Technology,Low_3
69617,30,Female,0,Arts,Low_5
69618,27,Female,0,Arts,Low_5
69619,26,Male,1,Sports,Low_2
69620,21,Female,1,Sports,Low_5
69621,33,Female,0,Others,High_5
69622,20,Male,0,Technology,High_5
69623,28,Female,0,Others,Low_3
69624,26,Female,1,Unknown,Low_3
69625,25,Male,1,Unknown,Low_5
69626,22,Female,1,Unknown,Low_2
69627,28,Female,1,Arts,Low_3
69628,23,Male,0,Sports,Medium_2
69629,37,Male,1,Others,Medium_6
69630,25,Female,1,Unknown,Medium_6
69631,28,Female,0,Technology,Medium_2
69632,28,Male,0,Sports,High_2
69633,24,Male,0,Technology,Low_2
69634,19,Male,0,Arts,Low_2
69635,27,Female,0,Sports,High_5
69636,33,Male,0,Others,High_2
69637,28,Male,1,Unknown,Low_5
69638,29,Male,1,Unknown,Medium_4
69639,22,Male,0,Unknown,Low_3
69640,33,Female,0,Arts,Low_5
69641,45,Female,0,Unknown,Medium_5
69642,26,Male,0,Arts,Low_5
69643,28,Male,0,Arts,Medium_1
69644,29,Male,1,Technology,High_5
69645,20,Male,1,Unknown,High_5
69646,21,Male,0,Arts,Low_2
69647,40,Male,0,Unknown,High_5
69648,30,Female,0,Arts,Low_5
69649,26,Female,0,Arts,Low_3
69650,36,Female,1,Technology,Low_2
69651,23,Male,0,Others,Low_4
69652,21,Female,1,Unknown,High_5
69653,20,Male,1,Others,Low_5
69654,24,Male,1,Technology,Low_5
69655,28,Male,0,Technology,Medium_6
69656,31,Male,1,Unknown,Low_5
69657,27,Female,0,Technology,Low_2
69658,30,Male,0,Sports,Low_5
69659,27,Male,0,Technology,Low_5
69660,23,Female,0,Unknown,High_5
69661,26,Male,1,Unknown,Low_2
69662,22,Male,1,Others,Low_4
69663,23,Male,0,Arts,Low_3
69664,23,Male,0,Unknown,Low_1
69665,30,Male,1,Technology,Low_2
69666,30,Male,1,Unknown,Low_2
69667,29,Male,0,Unknown,Low_2
69668,26,Male,1,Arts,Low_5
69669,21,Male,0,Technology,Low_5
69670,29,Female,0,Others,High_2
69671,24,Male,0,Sports,High_2
69672,27,Male,0,Unknown,High_5
69673,40,Male,1,Arts,High_5
69674,25,Female,1,Sports,Low_5
69675,30,Female,1,Unknown,High_5
69676,21,Male,0,Sports,Low_5
69677,24,Male,1,Unknown,Low_5
69678,31,Male,0,Arts,Low_5
69679,20,Male,0,Sports,Low_2
69680,26,Male,0,Unknown,High_3
69681,23,Male,0,Unknown,Low_2
69682,25,Male,0,Arts,Low_2
69683,23,Male,0,Technology,Medium_5
69684,20,Male,1,Technology,Low_5
69685,25,Female,1,Unknown,Medium_6
69686,32,Female,1,Sports,Low_3
69687,30,Female,0,Sports,Medium_5
69688,32,Female,1,Arts,High_5
69689,19,Male,1,Technology,High_5
69690,37,Male,0,Sports,Medium_6
69691,21,Male,0,Sports,High_5
69692,34,Male,0,Others,High_4
69693,23,Male,0,Others,Low_5
69694,30,Female,0,Technology,Low_2
69695,21,Female,0,Others,Low_2
69696,27,Female,0,Unknown,Low_2
69697,22,Male,0,Unknown,Low_3
69698,30,Female,0,Others,Low_2
69699,29,Male,0,Unknown,Low_2
69700,23,Female,1,Sports,High_4
69701,20,Male,0,Unknown,Low_2
69702,26,Male,0,Sports,Medium_5
69703,34,Female,1,Technology,Low_5
69704,25,Female,0,Unknown,Medium_4
69705,28,Female,1,Technology,Low_4
69706,39,Female,1,Others,Low_4
69707,24,Male,1,Technology,Low_2
69708,27,Male,1,Sports,Low_4
69709,39,Female,0,Others,Low_2
69710,25,Female,1,Arts,Low_5
69711,20,Female,0,Unknown,Low_1
69712,23,Female,0,Others,Low_5
69713,24,Male,0,Arts,Low_3
69714,29,Male,1,Unknown,Low_5
69715,22,Female,1,Arts,High_5
69716,21,Female,0,Others,Low_2
69717,31,Female,0,Unknown,High_5
69718,22,Male,1,Arts,Low_5
69719,24,Male,0,Unknown,Low_1
69720,36,Male,0,Unknown,High_4
69721,28,Male,0,Unknown,Medium_6
69722,32,Male,1,Arts,High_5
69723,29,Male,0,Technology,Low_5
69724,35,Male,0,Unknown,High_5
69725,20,Female,1,Unknown,High_5
69726,29,Male,0,Unknown,Low_2
69727,22,Female,0,Unknown,Low_3
69728,27,Female,1,Unknown,High_4
69729,20,Male,1,Others,Low_2
69730,28,Female,1,Technology,Low_5
69731,36,Female,1,Unknown,High_5
69732,25,Female,1,Unknown,Low_5
69733,31,Male,0,Unknown,Low_3
69734,20,Male,0,Arts,Low_5
69735,29,Female,1,Technology,High_5
69736,34,Male,0,Arts,Low_5
69737,24,Male,0,Others,Low_2
69738,37,Male,0,Technology,Low_3
69739,26,Male,0,Technology,Medium_4
69740,31,Male,1,Arts,Low_3
69741,25,Male,0,Technology,High_3
69742,24,Male,1,Technology,Medium_4
69743,23,Female,1,Technology,Low_5
69744,19,Female,0,Unknown,Low_1
69745,38,Female,1,Unknown,Low_3
69746,32,Female,1,Unknown,Low_2
69747,28,Female,0,Sports,Low_1
69748,28,Female,1,Unknown,Low_5
69749,24,Female,0,Unknown,Low_3
69750,27,Male,1,Arts,High_5
69751,29,Male,0,Unknown,Low_5
69752,23,Male,0,Unknown,Low_2
69753,27,Female,0,Technology,Low_1
69754,22,Male,0,Arts,Low_1
69755,23,Female,0,Others,Low_5
69756,35,Male,0,Unknown,High_5
69757,27,Female,0,Arts,Low_2
69758,22,Male,0,Unknown,Low_2
69759,31,Female,0,Unknown,Low_2
69760,27,Male,0,Technology,Low_5
69761,29,Female,0,Sports,High_3
69762,39,Male,0,Sports,Medium_3
69763,20,Male,0,Unknown,Low_5
69764,29,Female,0,Arts,Low_4
69765,29,Male,0,Unknown,Low_1
69766,22,Female,0,Unknown,Low_2
69767,29,Male,1,Unknown,Low_3
69768,23,Male,0,Technology,High_5
69769,29,Male,0,Unknown,Low_2
69770,29,Male,1,Technology,Low_3
69771,23,Female,0,Unknown,High_5
69772,21,Male,0,Arts,Low_5
69773,29,Female,0,Others,Low_5
69774,27,Female,0,Sports,Medium_5
69775,27,Male,0,Unknown,Low_2
69776,22,Female,1,Unknown,High_5
69777,24,Female,1,Others,High_5
69778,20,Male,1,Technology,Low_3
69779,21,Female,1,Technology,Low_5
69780,23,Female,1,Unknown,Low_2
69781,22,Male,1,Sports,Low_4
69782,24,Male,1,Technology,Low_2
69783,23,Female,0,Technology,Low_4
69784,31,Male,0,Unknown,Medium_3
69785,28,Female,0,Unknown,High_5
69786,27,Male,0,Unknown,Low_2
69787,31,Male,0,Technology,Low_5
69788,21,Male,0,Arts,Low_5
69789,38,Female,0,Unknown,Low_2
69790,31,Female,1,Others,High_4
69791,27,Female,0,Unknown,High_5
69792,29,Male,1,Unknown,Low_2
69793,22,Female,0,Arts,Medium_5
69794,21,Female,1,Arts,High_5
69795,30,Male,1,Unknown,Low_2
69796,24,Male,1,Arts,Low_2
69797,26,Male,0,Others,Low_3
69798,23,Male,0,Unknown,Low_2
69799,29,Male,0,Others,Low_2
69800,30,Male,0,Unknown,Medium_5
69801,30,Female,0,Technology,Medium_6
69802,29,Male,1,Others,Low_5
69803,23,Female,0,Sports,High_5
69804,31,Female,1,Unknown,Low_2
69805,22,Male,0,Arts,High_5
69806,29,Female,0,Arts,High_5
69807,23,Female,1,Unknown,Low_2
69808,25,Female,0,Technology,High_3
69809,23,Male,1,Others,Low_3
69810,37,Female,0,Unknown,Low_2
69811,24,Male,1,Arts,High_5
69812,26,Male,1,Technology,Low_3
69813,36,Male,0,Unknown,Low_5
69814,29,Male,0,Technology,Medium_4
69815,26,Female,1,Arts,Low_2
69816,20,Male,0,Unknown,High_5
69817,28,Male,0,Others,Low_3
69818,22,Female,0,Arts,Low_5
69819,24,Female,0,Sports,Low_5
69820,24,Male,0,Unknown,High_3
69821,24,Female,0,Unknown,Low_2
69822,30,Female,1,Technology,High_5
69823,27,Male,0,Unknown,Low_2
69824,26,Male,0,Others,High_5
69825,33,Female,0,Unknown,Low_2
69826,30,Male,1,Unknown,Low_3
69827,28,Female,0,Unknown,High_5
69828,30,Male,0,Technology,High_5
69829,36,Female,1,Unknown,High_5
69830,26,Female,0,Sports,High_5
69831,25,Male,0,Technology,High_2
69832,26,Female,1,Sports,Low_2
69833,23,Female,0,Arts,Low_3
69834,28,Male,0,Unknown,Low_5
69835,21,Female,1,Technology,High_5
69836,24,Male,1,Unknown,High_5
69837,24,Female,0,Unknown,Low_2
69838,31,Female,1,Unknown,Low_5
69839,22,Male,0,Unknown,High_2
69840,30,Male,1,Unknown,Low_5
69841,24,Female,0,Sports,Medium_5
69842,25,Male,1,Sports,High_5
69843,21,Male,0,Arts,High_5
69844,30,Female,0,Unknown,Low_5
69845,23,Male,0,Technology,Low_5
69846,24,Male,0,Arts,Low_5
69847,20,Male,0,Arts,High_5
69848,23,Female,0,Arts,High_5
69849,21,Male,0,Unknown,Low_2
69850,23,Male,0,Unknown,Low_2
69851,22,Male,0,Sports,Medium_3
69852,34,Male,0,Arts,Medium_6
69853,26,Female,1,Unknown,Low_5
69854,27,Female,0,Sports,Low_2
69855,35,Female,1,Technology,Low_2
69856,22,Male,0,Technology,Low_3
69857,30,Female,0,Others,Low_3
69858,31,Male,0,Others,Low_5
69859,24,Male,0,Arts,High_5
69860,20,Female,0,Arts,Low_2
69861,30,Female,1,Arts,Low_5
69862,22,Male,0,Unknown,High_3
69863,28,Male,1,Unknown,Low_3
69864,20,Male,1,Arts,Low_5
69865,20,Male,0,Sports,High_5
69866,23,Male,0,Sports,Low_2
69867,24,Female,1,Unknown,Low_5
69868,27,Female,1,Technology,High_5
69869,30,Female,0,Unknown,Low_5
69870,31,Male,0,Arts,High_5
69871,22,Female,0,Unknown,Low_3
69872,27,Male,1,Sports,Low_3
69873,26,Female,0,Unknown,Medium_6
69874,27,Female,0,Unknown,Low_3
69875,21,Female,0,Arts,High_3
69876,29,Male,1,Unknown,Low_2
69877,21,Female,1,Unknown,High_5
69878,31,Male,0,Unknown,Low_4
69879,29,Male,0,Technology,Low_4
69880,24,Female,1,Others,Low_3
69881,27,Female,0,Arts,Low_5
69882,22,Male,0,Unknown,High_5
69883,27,Female,0,Unknown,Medium_6
69884,24,Female,1,Arts,Low_5
